location,temperature,charging_sessions_last_30d,firmware_version,cable_wear_indicator,voltage_instability_index,maintenance_type,next_maintenance_days
Location B,38.57,72,v1.1,0.54,0.8,Software Update/Reset,15.77
Location D,28.86,64,v1.1,0.83,0.62,Software Update/Reset,17.62
Location A,20.75,43,v1.2,0.51,0.82,No Maintenance Needed,235.68
Location C,35.66,66,v2.1,0.54,1.45,No Maintenance Needed,296.78
Location B,33.31,62,v2.0,0.05,1.2,No Maintenance Needed,268.38
Location D,19.79,67,v2.0,0.67,1.65,No Maintenance Needed,228.17
Location A,31.05,67,v2.0,0.27,0.89,No Maintenance Needed,195.92
Location A,35.98,55,v1.1,0.02,2.23,Software Update/Reset,30.94
Location C,37.46,52,v1.2,0.07,1.19,No Maintenance Needed,190.6
Location D,27.47,52,v2.0,0.96,0.78,Cable Inspection/Replacement,18.1
Location C,25.14,64,v2.1,0.35,1.05,No Maintenance Needed,214.76
Location C,37.82,58,v1.1,0.87,0.54,Software Update/Reset,17.37
Location D,18.32,73,v1.2,0.96,0.86,Cable Inspection/Replacement,8.99
Location D,31.51,58,v1.0,0.94,1.24,Cable Inspection/Replacement,12.43
Location D,17.04,52,v1.1,0.88,1.36,Software Update/Reset,34.38
Location B,36.52,58,v1.2,0.89,0.81,Cable Inspection/Replacement,9.3
Location D,25.94,54,v2.0,0.29,3.92,Power Supply Unit Fault,2.77
Location A,38.15,61,v1.1,0.15,0.92,Software Update/Reset,32.45
Location C,31.93,49,v1.1,0.64,0.43,Software Update/Reset,22.33
Location B,18.21,62,v2.0,0.49,1.83,No Maintenance Needed,247.65
Location D,39.4,55,v2.1,0.1,1.35,No Maintenance Needed,227.36
Location B,40.41,64,v1.2,0.68,1.12,No Maintenance Needed,217.71
Location D,35.06,61,v2.0,0.56,0.79,No Maintenance Needed,201.84
Location B,21.91,59,v1.1,0.86,1.22,Software Update/Reset,10.84
Location C,25.55,70,v2.1,0.61,2.25,Connector Cleaning/Repair,34.61
Location C,29.16,85,v2.0,0.57,1.11,Connector Cleaning/Repair,51.37
Location A,22.37,62,v2.0,0.44,0.48,No Maintenance Needed,247.28
Location A,41.54,59,v1.0,0.46,0.18,Software Update/Reset,37.91
Location D,29.15,70,v2.0,0.95,1.21,Cable Inspection/Replacement,14.08
Location C,6.37,64,v2.0,0.14,0.61,No Maintenance Needed,254.74
Location B,30.71,53,v1.1,0.45,0.95,Software Update/Reset,38.95
Location B,25.21,65,v1.1,0.66,0.67,Software Update/Reset,20.22
Location B,27.4,69,v2.0,0.43,0.64,Connector Cleaning/Repair,46.01
Location A,25.05,63,v2.0,0.28,0.68,No Maintenance Needed,217.79
Location B,34.46,48,v1.0,0.29,0.71,Software Update/Reset,17.72
Location A,36.96,59,v2.0,0.23,1.47,No Maintenance Needed,334.79
Location A,30.26,69,v1.1,0.34,1.33,Software Update/Reset,25.07
Location D,25.29,45,v1.1,0.87,0.55,Software Update/Reset,13.32
Location B,27.67,41,v2.0,0.51,0.59,No Maintenance Needed,353.06
Location B,28.16,65,v1.2,0.24,1.21,No Maintenance Needed,334.04
Location C,21.58,63,v1.2,0.38,1.69,No Maintenance Needed,311.03
Location D,32.63,54,v1.2,0.11,1.68,No Maintenance Needed,287.52
Location C,31.68,64,v2.0,0.9,0.61,Cable Inspection/Replacement,11.21
Location D,40.32,56,v1.2,0.41,1.64,No Maintenance Needed,280.77
Location B,38.04,57,v2.1,0.98,0.41,Cable Inspection/Replacement,18.38
Location A,22.51,46,v1.2,0.35,0.9,No Maintenance Needed,192.07
Location A,34.56,56,v2.0,0.84,1.28,No Maintenance Needed,191.67
Location A,20.39,59,v1.1,0.26,0.35,Software Update/Reset,19.35
Location A,33.57,58,v2.0,0.08,2.85,Power Supply Unit Fault,2.65
Location A,23.87,73,v2.0,0.03,1.94,Connector Cleaning/Repair,22.28
Location C,19.81,61,v1.2,0.61,1.38,No Maintenance Needed,345.93
Location D,30.24,60,v1.2,0.31,0.62,No Maintenance Needed,259.1
Location B,6.6,54,v1.1,0.44,0.97,Software Update/Reset,12.63
Location C,13.99,50,v1.0,0.82,1.48,Software Update/Reset,33.14
Location D,26.58,66,v1.1,0.25,0.57,Software Update/Reset,13.9
Location A,28.66,60,v2.0,0.31,0.91,No Maintenance Needed,347.94
Location D,25.05,60,v2.0,0.85,1.58,No Maintenance Needed,247.29
Location D,15.36,57,v1.1,0.49,0.47,Software Update/Reset,28.22
Location A,21.46,61,v1.2,0.83,1.18,No Maintenance Needed,223.95
Location A,31.13,65,v1.0,0.37,0.42,Software Update/Reset,21.65
Location A,32.65,58,v1.1,0.4,0.62,Software Update/Reset,35.09
Location B,27.87,61,v2.0,0.17,0.78,No Maintenance Needed,239.6
Location A,37.25,71,v2.0,0.92,1.29,Cable Inspection/Replacement,11.33
Location B,31.18,72,v1.1,0.9,0.7,Cable Inspection/Replacement,14.38
Location A,22.02,81,v1.1,0.98,1.06,Cable Inspection/Replacement,10.11
Location B,25.76,43,v2.0,0.4,0.71,No Maintenance Needed,200.26
Location D,16.78,53,v1.1,0.82,0.77,Software Update/Reset,22.44
Location C,27.13,63,v1.2,0.41,1.87,No Maintenance Needed,286.02
Location D,36.9,72,v2.0,0.45,0.56,Connector Cleaning/Repair,46.62
Location D,33.48,56,v2.0,0.83,1.46,No Maintenance Needed,217.79
Location A,39.22,58,v1.2,0.18,1.0,No Maintenance Needed,312.94
Location B,25.58,66,v2.0,0.22,0.75,No Maintenance Needed,318.47
Location C,38.77,65,v1.1,0.31,0.54,Software Update/Reset,22.58
Location A,26.45,57,v2.0,0.79,0.56,No Maintenance Needed,265.99
Location A,39.77,56,v1.1,0.37,0.69,Software Update/Reset,17.51
Location A,27.83,48,v2.0,0.36,0.93,No Maintenance Needed,294.57
Location D,33.66,55,v2.0,1.0,1.35,Cable Inspection/Replacement,16.59
Location B,39.8,61,v1.2,0.38,0.86,No Maintenance Needed,201.54
Location B,26.45,58,v2.0,0.25,0.89,No Maintenance Needed,331.19
Location C,29.75,71,v2.0,0.62,0.96,Connector Cleaning/Repair,46.78
Location B,38.31,49,v1.1,0.8,1.27,Software Update/Reset,15.27
Location B,26.94,60,v2.0,0.07,1.38,No Maintenance Needed,265.74
Location A,17.43,62,v2.1,0.62,0.5,No Maintenance Needed,330.09
Location A,45.14,66,v2.0,0.04,0.87,No Maintenance Needed,227.73
Location D,24.24,70,v1.1,0.53,1.85,Software Update/Reset,24.29
Location A,29.27,77,v1.1,0.26,0.52,Software Update/Reset,12.45
Location A,37.25,60,v1.1,0.31,1.04,Software Update/Reset,35.41
Location A,23.13,54,v1.1,0.47,0.92,Software Update/Reset,42.35
Location A,19.94,63,v2.0,0.93,0.75,Cable Inspection/Replacement,17.37
Location D,30.03,62,v1.0,0.71,2.22,Software Update/Reset,28.82
Location A,13.66,72,v1.1,0.94,1.02,Cable Inspection/Replacement,13.08
Location C,25.7,61,v1.2,0.66,2.13,No Maintenance Needed,343.91
Location C,29.96,57,v1.2,0.01,1.0,No Maintenance Needed,299.05
Location C,25.84,60,v2.0,0.27,1.26,No Maintenance Needed,249.44
Location C,15.65,75,v2.0,0.91,0.75,Cable Inspection/Replacement,7.94
Location A,40.75,59,v1.0,0.64,0.75,Software Update/Reset,41.18
Location C,28.83,54,v1.0,0.98,1.23,Cable Inspection/Replacement,15.92
Location A,39.45,75,v1.0,0.16,1.24,Software Update/Reset,40.96
Location D,25.92,68,v1.2,0.3,1.35,No Maintenance Needed,267.89
Location C,20.96,56,v1.0,0.36,1.21,Software Update/Reset,21.01
Location B,30.15,60,v2.0,0.33,0.51,No Maintenance Needed,323.06
Location C,26.27,65,v1.1,0.25,0.67,Software Update/Reset,43.59
Location C,18.58,51,v2.1,0.44,1.53,No Maintenance Needed,193.62
Location A,39.76,57,v1.2,0.64,0.38,No Maintenance Needed,303.83
Location C,23.02,45,v1.2,0.31,1.16,No Maintenance Needed,247.67
Location B,13.28,55,v2.0,0.08,0.95,No Maintenance Needed,317.3
Location A,38.63,78,v2.0,0.71,1.53,Connector Cleaning/Repair,51.59
Location A,23.97,67,v2.0,0.46,1.23,No Maintenance Needed,252.58
Location D,23.14,57,v2.1,0.56,0.72,No Maintenance Needed,337.26
Location D,13.88,63,v1.2,0.46,0.7,No Maintenance Needed,242.53
Location C,41.93,65,v2.0,0.89,0.77,No Maintenance Needed,198.49
Location D,17.68,57,v1.2,0.56,1.34,No Maintenance Needed,202.45
Location D,28.47,54,v2.0,0.92,0.32,Cable Inspection/Replacement,10.7
Location D,35.3,50,v1.1,0.51,1.08,Software Update/Reset,15.27
Location A,31.37,60,v1.1,0.29,0.64,Software Update/Reset,32.11
Location A,27.52,65,v2.0,0.36,1.1,No Maintenance Needed,263.5
Location A,14.39,62,v1.1,0.52,1.19,Software Update/Reset,17.78
Location D,21.52,62,v1.1,0.53,0.44,Software Update/Reset,41.41
Location A,29.5,51,v1.2,0.69,0.89,No Maintenance Needed,323.84
Location D,21.7,64,v2.0,0.22,1.08,No Maintenance Needed,262.94
Location A,29.63,49,v2.0,0.66,1.04,No Maintenance Needed,259.3
Location A,33.45,54,v2.0,0.78,0.94,No Maintenance Needed,346.9
Location B,35.7,73,v2.0,0.68,0.54,Connector Cleaning/Repair,57.7
Location C,18.19,53,v2.0,0.48,0.59,No Maintenance Needed,186.98
Location D,45.57,50,v1.0,0.99,0.5,Cable Inspection/Replacement,8.93
Location B,34.14,47,v1.1,0.4,1.32,Software Update/Reset,21.3
Location A,27.99,56,v2.0,0.11,0.94,No Maintenance Needed,272.27
Location D,36.72,70,v1.2,0.82,0.97,Connector Cleaning/Repair,52.73
Location A,46.92,61,v1.1,0.21,0.43,Software Update/Reset,39.97
Location C,16.49,65,v1.2,0.71,0.98,No Maintenance Needed,272.31
Location B,26.2,47,v2.0,0.18,1.37,No Maintenance Needed,357.55
Location C,8.97,56,v1.2,0.02,0.4,No Maintenance Needed,337.55
Location B,29.54,56,v2.0,0.16,0.77,No Maintenance Needed,317.39
Location A,30.92,62,v2.0,0.38,0.46,No Maintenance Needed,318.31
Location C,27.69,45,v2.0,0.11,0.81,No Maintenance Needed,202.18
Location C,22.76,78,v2.1,0.2,0.64,Connector Cleaning/Repair,54.75
Location A,11.6,72,v1.1,0.76,1.21,Software Update/Reset,18.33
Location C,30.99,54,v2.0,0.77,1.09,No Maintenance Needed,182.5
Location D,39.64,54,v2.0,0.82,1.91,No Maintenance Needed,331.23
Location B,23.27,67,v2.0,0.84,0.97,No Maintenance Needed,231.64
Location B,31.52,65,v2.0,0.42,1.18,No Maintenance Needed,346.69
Location B,15.45,57,v1.2,0.87,0.76,No Maintenance Needed,235.15
Location D,31.66,48,v2.0,0.53,0.58,No Maintenance Needed,263.55
Location B,24.85,58,v1.0,0.47,1.52,Software Update/Reset,31.46
Location A,21.9,55,v2.1,0.72,1.86,No Maintenance Needed,250.18
Location C,21.92,60,v2.0,0.21,1.42,No Maintenance Needed,230.44
Location D,24.85,60,v2.0,0.79,1.07,No Maintenance Needed,254.5
Location B,31.06,62,v2.0,0.43,0.61,No Maintenance Needed,185.93
Location A,17.5,58,v1.1,0.13,1.77,Software Update/Reset,15.19
Location C,24.82,60,v1.0,0.12,1.34,Software Update/Reset,10.91
Location C,27.67,64,v2.0,0.16,2.75,Power Supply Unit Fault,5.74
Location D,19.21,51,v1.2,0.89,0.56,No Maintenance Needed,301.39
Location D,42.37,66,v1.1,0.99,1.54,Cable Inspection/Replacement,15.5
Location D,21.17,63,v2.0,0.36,1.32,No Maintenance Needed,361.74
Location A,22.64,56,v1.2,0.29,0.84,No Maintenance Needed,247.26
Location A,20.17,61,v2.0,0.22,1.98,No Maintenance Needed,318.63
Location D,42.39,66,v1.2,0.82,1.22,No Maintenance Needed,213.92
Location B,32.42,47,v2.0,0.21,0.63,No Maintenance Needed,247.05
Location C,20.51,71,v2.0,0.92,0.94,Cable Inspection/Replacement,5.8
Location C,36.85,69,v1.1,0.67,0.62,Software Update/Reset,25.9
Location A,29.61,56,v1.2,0.9,0.79,Cable Inspection/Replacement,6.89
Location C,30.06,58,v1.2,0.55,1.42,No Maintenance Needed,277.47
Location B,25.24,54,v2.1,0.69,1.64,No Maintenance Needed,249.18
Location C,22.0,62,v1.2,0.62,1.12,No Maintenance Needed,239.87
Location A,30.7,47,v1.2,0.83,0.69,No Maintenance Needed,207.78
Location A,23.64,42,v2.0,0.84,1.21,No Maintenance Needed,267.06
Location B,42.53,59,v1.2,0.59,1.44,No Maintenance Needed,257.83
Location B,17.85,65,v2.1,0.63,0.37,No Maintenance Needed,232.37
Location C,40.29,56,v2.0,0.92,1.06,Cable Inspection/Replacement,7.85
Location C,27.11,60,v2.0,0.93,0.91,Cable Inspection/Replacement,10.38
Location A,30.39,80,v2.0,0.66,1.61,Connector Cleaning/Repair,28.56
Location B,34.67,65,v1.0,0.01,1.21,Software Update/Reset,22.94
Location B,22.96,58,v2.0,0.1,1.27,No Maintenance Needed,325.5
Location B,34.91,50,v2.0,0.86,0.79,No Maintenance Needed,263.26
Location C,6.34,56,v1.2,0.08,1.0,No Maintenance Needed,318.47
Location B,22.24,62,v1.1,0.21,1.6,Software Update/Reset,14.64
Location A,20.61,56,v2.1,0.23,0.97,No Maintenance Needed,330.93
Location A,17.97,56,v1.2,0.6,1.09,No Maintenance Needed,352.68
Location C,26.28,61,v2.0,0.58,0.46,No Maintenance Needed,193.77
Location D,31.09,51,v1.0,0.29,0.97,Software Update/Reset,10.63
Location C,33.62,53,v1.2,0.21,0.37,No Maintenance Needed,332.57
Location D,29.93,67,v2.0,0.76,0.77,No Maintenance Needed,202.01
Location B,22.67,65,v1.2,0.94,1.03,Cable Inspection/Replacement,15.69
Location C,30.95,46,v2.0,0.05,1.47,No Maintenance Needed,193.5
Location A,28.99,62,v1.1,0.13,0.61,Software Update/Reset,10.77
Location B,35.49,71,v1.2,0.64,1.21,Connector Cleaning/Repair,51.4
Location A,34.22,52,v2.1,0.8,2.08,No Maintenance Needed,265.78
Location B,28.24,65,v2.0,0.79,0.73,No Maintenance Needed,339.72
Location C,20.82,45,v2.1,0.72,0.46,No Maintenance Needed,233.16
Location D,22.78,56,v2.1,0.89,1.16,No Maintenance Needed,320.83
Location B,23.6,60,v2.1,0.22,0.55,No Maintenance Needed,280.54
Location D,25.48,62,v2.0,0.11,0.66,No Maintenance Needed,310.65
Location B,30.14,53,v1.0,0.62,1.59,Software Update/Reset,26.3
Location A,33.72,73,v2.1,0.82,2.56,Power Supply Unit Fault,6.33
Location A,27.59,59,v1.1,0.58,0.61,Software Update/Reset,31.63
Location B,28.13,66,v1.0,0.96,0.69,Cable Inspection/Replacement,5.97
Location D,29.15,73,v1.0,0.8,0.8,Software Update/Reset,14.57
Location C,23.87,55,v1.2,0.7,0.76,No Maintenance Needed,247.34
Location C,20.6,58,v2.0,0.06,2.63,Power Supply Unit Fault,2.56
Location A,13.96,58,v1.2,0.11,0.77,No Maintenance Needed,211.98
Location C,22.44,59,v1.0,0.78,0.82,Software Update/Reset,37.19
Location A,31.79,67,v1.2,0.2,2.24,No Maintenance Needed,326.39
Location C,22.38,51,v1.2,0.03,1.33,No Maintenance Needed,318.71
Location B,26.1,67,v2.0,0.91,1.64,Cable Inspection/Replacement,5.27
Location A,31.73,65,v1.1,0.89,0.64,Software Update/Reset,26.53
Location A,32.17,54,v1.1,0.22,0.77,Software Update/Reset,22.32
Location B,19.36,47,v1.1,0.78,0.59,Software Update/Reset,35.16
Location A,35.98,53,v1.2,0.05,1.49,No Maintenance Needed,343.38
Location C,37.02,60,v2.0,0.29,1.85,No Maintenance Needed,218.9
Location C,18.96,65,v1.2,0.62,0.74,No Maintenance Needed,247.8
Location A,21.41,65,v1.2,0.76,0.83,No Maintenance Needed,292.22
Location C,37.53,63,v1.2,0.01,0.85,No Maintenance Needed,180.78
Location D,26.83,58,v1.2,0.33,0.46,No Maintenance Needed,307.07
Location A,10.24,77,v2.1,0.21,0.71,Connector Cleaning/Repair,50.18
Location B,16.8,72,v1.1,1.0,1.47,Cable Inspection/Replacement,8.97
Location D,26.01,55,v2.0,0.67,0.65,No Maintenance Needed,256.33
Location A,18.7,63,v2.0,0.41,1.05,No Maintenance Needed,217.11
Location B,24.69,63,v1.0,0.08,0.52,Software Update/Reset,22.96
Location C,28.26,60,v2.1,0.6,0.93,No Maintenance Needed,351.79
Location B,39.7,61,v2.0,0.64,0.75,No Maintenance Needed,325.62
Location D,25.68,56,v2.0,0.82,0.54,No Maintenance Needed,281.07
Location C,36.58,46,v1.2,0.29,1.48,No Maintenance Needed,309.08
Location A,39.43,62,v2.0,0.98,1.53,Cable Inspection/Replacement,11.8
Location C,39.47,65,v1.1,0.44,0.62,Software Update/Reset,33.48
Location A,30.28,55,v1.0,0.3,0.9,Software Update/Reset,40.15
Location A,12.29,55,v2.0,0.35,1.02,No Maintenance Needed,185.34
Location B,31.69,69,v2.0,0.52,0.4,Connector Cleaning/Repair,58.57
Location B,36.39,45,v1.1,0.94,0.5,Cable Inspection/Replacement,7.69
Location B,27.35,54,v2.0,0.74,1.9,No Maintenance Needed,266.74
Location D,41.96,67,v2.0,0.58,0.59,No Maintenance Needed,335.16
Location D,34.88,68,v1.1,0.16,1.88,Software Update/Reset,42.38
Location B,32.55,60,v1.2,0.15,0.51,No Maintenance Needed,225.23
Location D,36.69,63,v1.2,0.5,1.39,No Maintenance Needed,239.65
Location C,30.67,74,v2.0,0.73,0.86,Connector Cleaning/Repair,33.48
Location C,8.06,60,v2.0,0.75,0.92,No Maintenance Needed,362.66
Location D,24.01,46,v1.0,0.23,2.53,Power Supply Unit Fault,2.19
Location D,37.58,53,v2.0,0.1,0.53,No Maintenance Needed,222.55
Location C,21.54,54,v2.0,0.38,1.35,No Maintenance Needed,270.98
Location A,26.21,59,v2.0,0.92,1.32,Cable Inspection/Replacement,7.14
Location C,19.64,54,v1.1,0.55,5.35,Power Supply Unit Fault,1.99
Location C,42.27,64,v2.0,0.32,0.58,No Maintenance Needed,202.34
Location D,41.45,57,v2.0,0.32,0.73,No Maintenance Needed,325.89
Location C,20.93,59,v1.2,0.13,1.5,No Maintenance Needed,258.12
Location D,29.18,59,v1.2,0.47,0.9,No Maintenance Needed,222.98
Location D,22.56,42,v2.0,0.79,0.79,No Maintenance Needed,296.0
Location B,32.92,57,v1.0,0.97,1.61,Cable Inspection/Replacement,18.07
Location C,32.08,70,v2.0,0.5,0.88,Connector Cleaning/Repair,49.31
Location A,34.49,56,v1.2,0.17,0.64,No Maintenance Needed,213.33
Location B,30.66,74,v1.0,0.68,1.44,Software Update/Reset,28.81
Location D,51.48,60,v1.1,0.76,1.21,Software Update/Reset,32.72
Location D,19.78,52,v1.0,0.07,0.86,Software Update/Reset,34.2
Location A,14.32,65,v1.0,0.85,0.84,Software Update/Reset,28.64
Location D,24.86,43,v2.0,0.83,0.63,No Maintenance Needed,363.55
Location C,15.46,63,v1.1,0.47,1.44,Software Update/Reset,28.78
Location B,16.06,57,v2.1,0.56,0.84,No Maintenance Needed,241.43
Location D,19.99,61,v2.0,0.71,0.68,No Maintenance Needed,285.95
Location D,20.62,44,v1.2,0.68,0.53,No Maintenance Needed,361.61
Location A,20.36,60,v1.2,0.02,1.22,No Maintenance Needed,335.51
Location C,32.15,70,v2.0,0.12,0.78,Connector Cleaning/Repair,29.23
Location D,23.95,67,v1.2,0.16,0.37,No Maintenance Needed,364.75
Location A,26.56,62,v1.1,0.76,0.55,Software Update/Reset,44.81
Location D,35.15,53,v2.0,0.44,0.89,No Maintenance Needed,191.21
Location A,21.87,54,v1.2,0.55,0.9,No Maintenance Needed,314.61
Location A,25.88,69,v1.0,0.77,0.89,Software Update/Reset,41.71
Location C,30.93,66,v2.0,0.34,0.83,No Maintenance Needed,348.07
Location D,12.47,54,v2.0,0.75,0.48,No Maintenance Needed,355.33
Location C,8.92,63,v1.1,0.44,0.65,Software Update/Reset,41.86
Location A,30.77,63,v2.0,0.38,1.81,No Maintenance Needed,257.05
Location B,31.94,53,v2.0,0.33,1.68,No Maintenance Needed,319.4
Location D,44.51,66,v2.0,0.96,1.34,Cable Inspection/Replacement,5.77
Location B,29.26,68,v1.2,0.77,1.28,No Maintenance Needed,192.64
Location D,34.56,55,v2.1,0.02,1.57,No Maintenance Needed,209.8
Location C,26.44,69,v1.1,0.96,0.57,Cable Inspection/Replacement,18.96
Location C,30.38,55,v2.0,0.78,1.02,No Maintenance Needed,286.34
Location C,41.34,75,v1.2,0.15,0.57,Connector Cleaning/Repair,37.76
Location C,11.01,62,v2.0,0.08,0.58,No Maintenance Needed,229.23
Location C,31.31,61,v1.0,0.31,1.2,Software Update/Reset,33.21
Location B,45.08,68,v1.0,0.62,1.61,Software Update/Reset,34.77
Location C,30.26,69,v2.0,0.62,0.91,Connector Cleaning/Repair,26.74
Location A,41.2,68,v1.2,0.28,2.28,Power Supply Unit Fault,5.94
Location A,22.97,59,v1.2,0.45,1.11,No Maintenance Needed,195.45
Location B,27.74,62,v2.0,0.21,0.68,No Maintenance Needed,335.29
Location D,28.27,60,v2.0,0.05,0.58,No Maintenance Needed,227.83
Location A,10.26,45,v1.1,0.52,1.66,Software Update/Reset,12.06
Location D,18.65,62,v1.1,0.35,1.07,Software Update/Reset,28.14
Location B,19.22,59,v2.1,0.54,1.4,No Maintenance Needed,303.04
Location D,34.58,58,v2.0,0.95,0.26,Cable Inspection/Replacement,17.73
Location D,34.98,67,v1.2,0.14,1.13,No Maintenance Needed,228.92
Location D,30.59,54,v2.0,0.0,0.77,No Maintenance Needed,237.67
Location D,34.59,69,v2.0,0.08,0.5,Connector Cleaning/Repair,51.65
Location B,26.69,63,v1.1,0.46,0.97,Software Update/Reset,25.13
Location A,37.62,53,v1.1,0.71,1.73,Software Update/Reset,43.07
Location C,28.07,71,v1.2,0.58,3.11,Power Supply Unit Fault,2.05
Location D,28.46,58,v2.0,0.49,1.13,No Maintenance Needed,269.46
Location A,25.88,60,v1.0,0.35,0.7,Software Update/Reset,40.13
Location A,33.48,56,v1.1,0.31,0.68,Software Update/Reset,41.64
Location B,24.63,65,v2.0,0.38,1.62,No Maintenance Needed,332.57
Location A,35.81,69,v1.1,0.61,0.61,Software Update/Reset,25.76
Location B,18.94,69,v2.0,0.17,1.37,Connector Cleaning/Repair,49.81
Location D,19.21,64,v1.1,0.77,1.16,Software Update/Reset,31.82
Location D,33.5,62,v2.0,0.58,1.1,No Maintenance Needed,234.28
Location C,27.29,57,v1.2,0.27,0.46,No Maintenance Needed,299.6
Location C,24.37,61,v1.1,0.5,0.84,Software Update/Reset,18.71
Location C,35.12,56,v2.0,0.96,0.48,Cable Inspection/Replacement,8.92
Location A,23.14,55,v2.0,0.02,0.75,No Maintenance Needed,292.32
Location D,26.4,57,v2.0,0.2,1.58,No Maintenance Needed,199.11
Location B,39.19,67,v2.0,0.45,1.85,No Maintenance Needed,359.1
Location C,40.31,62,v2.0,0.64,1.11,No Maintenance Needed,356.5
Location B,40.58,57,v2.0,0.21,0.75,No Maintenance Needed,265.96
Location B,25.74,54,v2.0,0.93,2.21,Cable Inspection/Replacement,18.65
Location C,37.85,49,v2.0,0.64,0.75,No Maintenance Needed,215.13
Location D,20.41,62,v2.0,0.88,0.57,No Maintenance Needed,238.54
Location C,20.74,53,v2.0,0.33,1.42,No Maintenance Needed,281.07
Location B,9.2,66,v1.1,0.83,1.26,Software Update/Reset,22.06
Location C,41.38,67,v1.1,0.38,0.76,Software Update/Reset,13.35
Location B,21.09,66,v1.1,0.25,1.05,Software Update/Reset,25.69
Location B,26.99,59,v2.1,0.91,1.25,Cable Inspection/Replacement,13.9
Location C,20.72,70,v2.0,0.09,1.11,Connector Cleaning/Repair,32.09
Location A,33.56,57,v2.0,0.94,1.26,Cable Inspection/Replacement,10.09
Location C,24.99,77,v1.1,0.46,0.78,Software Update/Reset,19.27
Location A,17.56,55,v1.1,0.99,1.3,Cable Inspection/Replacement,14.24
Location B,31.53,54,v2.0,0.54,1.01,No Maintenance Needed,193.5
Location B,16.53,74,v2.0,0.76,0.79,Connector Cleaning/Repair,48.85
Location A,21.3,59,v1.1,0.01,0.88,Software Update/Reset,43.77
Location B,11.14,58,v2.0,0.5,0.95,No Maintenance Needed,196.52
Location A,16.61,50,v1.2,0.74,0.49,No Maintenance Needed,253.46
Location A,29.43,75,v1.2,0.78,0.73,Connector Cleaning/Repair,54.19
Location B,12.28,49,v2.0,0.16,1.03,No Maintenance Needed,364.89
Location D,16.15,67,v2.0,0.42,0.51,No Maintenance Needed,345.79
